5,Flour and prepared flour mixes,0.04,231.474,225.211,226.287,236.887,235.755,237.658,236.002,238.911,238.545,241.126,239.327,238.686,232.78,234.343,234.708,235.659,234.435,233.292,237.252,234.749,234.913,236.207,236.669,236.414,237.038,235.664,0.6,-0.7,-0.3,-2.5,-0.1,0.3,-0.6,0,0.83,S-Apr. 2019,-1.1,0,–,L-Sep. 2018,1.8
5,Breakfast cereal(5),0.146,220.252,219.212,221.966,219.572,221.578,224.248,224.059,222.799,223.984,224.036,220.688,220.068,220.408,220.252,219.212,221.966,219.572,221.578,224.248,224.059,222.799,223.984,224.036,220.688,220.068,220.408,0.1,-1.5,-0.3,0.2,-1.5,-0.3,0.2,0,0.69,L-Jun. 2019,0.5,0,–,L-Jul. 2019,2
5,"Rice, pasta, cornmeal(5)",0.117,231.881,236.105,235.595,234.9,236.109,241.408,237.898,237.412,240.598,240.739,240.329,237.621,236.496,231.881,236.105,235.595,234.9,236.109,241.408,237.898,237.412,240.598,240.739,240.329,237.621,236.496,2,-0.2,-1.1,-0.5,-0.2,-1.1,-0.5,-0.001,0.92,L-Aug. 2019,-0.2,0.002,–,L-Mar. 2019,2.7
6,Rice(5)(6)(7),,159.761,164.101,162.883,162.95,161.631,163.179,165.381,162.269,164.456,164.408,162.429,161.998,162.585,159.761,164.101,162.883,162.95,161.631,163.179,165.381,162.269,164.456,164.408,162.429,161.998,162.585,1.8,-1.2,-0.3,0.4,-1.2,-0.3,0.4,,0.91,L-Jun. 2019,1.3,,–,L-Jul. 2019,1.9
5,Bakery products(5),0.648,300.074,301.503,302.426,303.681,304.393,304.245,304.224,306.374,303.823,304.54,304.417,306.41,305.674,300.074,301.503,302.426,303.681,304.393,304.245,304.224,306.374,303.823,304.54,304.417,306.41,305.674,1.9,0,0.7,-0.2,0,0.7,-0.2,-0.002,0.33,S-Jun. 2019,-0.8,0.012,–,S-Aug. 2019,1.8
6,Bread(5)(6),0.192,179.705,180.754,182.93,182.471,183.233,183.085,184.384,184.131,182.206,183.514,182.235,185.084,185.162,179.705,180.754,182.93,182.471,183.233,183.085,184.384,184.131,182.206,183.514,182.235,185.084,185.162,3,-0.7,1.6,0,-0.7,1.6,0,0,0.58,S-Aug. 2019,-0.7,0.006,–,S-Aug. 2019,1.2
7,White bread(5)(7),,325.753,326.13,332.367,331.374,332.035,329.954,333.87,333.139,329.986,329.424,329.145,336.742,336.293,325.753,326.13,332.367,331.374,332.035,329.954,333.87,333.139,329.986,329.424,329.145,336.742,336.293,3.2,-0.1,2.3,-0.1,-0.1,2.3,-0.1,,0.83,S-Aug. 2019,-0.1,,–,S-Aug. 2019,1.3
7,Bread other than white(5)(7),,348.435,353.227,355.306,355.094,356.892,359.559,359.067,359.966,355.253,360.225,355.828,358,359.226,348.435,353.227,355.306,355.094,356.892,359.559,359.067,359.966,355.253,360.225,355.828,358,359.226,3.1,-1.2,0.6,0.3,-1.2,0.6,0.3,,0.82,S-Aug. 2019,-1.2,,–,L-May 2019,3.2
6,"Fresh biscuits, rolls, muffins(6)",0.09,179.261,182.516,181.384,182.847,181.409,182.198,179.427,181.098,178.226,177.3,178.077,179.626,180.528,178.881,181.876,180.291,181.412,180.417,181.077,179.914,182.285,179.568,178.643,179.128,179.788,180.146,0.7,0.4,0.9,0.5,0.3,0.4,0.2,0,0.68,S-Jul. 2019,-0.5,0.001,–,L-May 2019,2.7
6,"Cakes, cupcakes, and cookies",0.162,287.624,291.586,292.612,289.577,291.714,289.955,290.258,292.291,291.086,292.662,292.71,292.693,289.839,287.89,289.879,291.225,287.088,291.688,288.924,290.272,293.518,292.472,293.71,294.423,293.816,290.106,0.8,0,0,-1,0.2,-0.2,-1.3,-0.002,0.57,S-Jan. 2019,-1.4,0.001,–,S-Jun. 2019,0.7
7,Cookies(7),,269.875,272.192,272.041,270.557,273.511,268.664,269.301,272.922,270.304,272.759,273.53,274.655,273.999,269.926,271.859,272.26,266.517,272.763,268.074,268.191,273.338,271.354,274.809,275.758,275.977,274.051,1.5,0.3,0.4,-0.2,0.3,0.1,-0.7,,0.88,S-Jun. 2019,-0.7,,–,S-Jun. 2019,-0.8
7,Fresh cakes and cupcakes(5)(7),,310.044,315.489,318.649,313.592,314.562,317.889,317.785,317.815,318.944,319.192,319.745,318.247,310.384,310.044,315.489,318.649,313.592,314.562,317.889,317.785,317.815,318.944,319.192,319.745,318.247,310.384,0.1,0.2,-0.5,-2.5,0.2,-0.5,-2.5,,0.58,S-Sep. 1995,-2.7,,–,S-Oct. 2016,-0.2
6,Other bakery products,0.204,265.846,263.329,262.921,268.355,268.695,269.252,269.025,272.823,271.098,270.77,271.636,272.291,271.611,265.251,266.569,267.026,267.75,269.371,269.989,268.132,272.162,269.556,269.305,269.346,271.457,271.004,2.2,0.3,0.2,-0.2,0,0.8,-0.2,0,0.57,S-Jun. 2019,-1,0.004,–,–,–
7,"Fresh sweetrolls, coffeecakes, doughnuts(5)(7)",,303.683,303.814,303.659,305.611,309.316,311.198,310.535,314.211,310.221,310.067,310.597,311.474,312.167,303.683,303.814,303.659,305.611,309.316,311.198,310.535,314.211,310.221,310.067,310.597,311.474,312.167,2.8,0.2,0.3,0.2,0.2,0.3,0.2,,0.92,S-Aug. 2019,0.2,,–,S-Jul. 2019,2.4
7,"Crackers, bread, and cracker products(7)",,301.052,294.986,296.759,305.473,306.519,303.647,301.798,310.542,309.526,309.496,313.283,311.267,311.228,300.577,302.106,303.218,305.461,307.862,302.96,300.977,308.531,306.501,307.091,308.249,310.661,310.737,3.4,1.2,-0.6,0,0.4,0.8,0,,1.03,S-Jun. 2019,-0.7,,–,L-May 2019,4.8
7,"Frozen and refrigerated bakery products, pies, tarts, turnovers(7)",,269.804,266.978,265.564,269.525,268.827,271.11,272.47,272.072,270.15,268.764,268.713,270.456,268.891,269.346,270.301,270.037,268.301,268.881,271.58,270.947,270.751,269.259,267.406,267.498,270.032,268.435,-0.3,0,0.6,-0.6,0,0.9,-0.6,,0.7,S-Jul. 2019,-0.7,,–,S-Jun. 2019,-0.5
3,"Meats, poultry, fish, and eggs",1.578,247.966,247.954,247.327,248.169,248.597,249.062,249.203,250.356,249.231,250.033,249.277,249.74,250.592,247.358,248.089,248.238,249.609,250.003,249.393,248.897,250.89,249.018,249.365,247.737,248.4,249.956,1.1,-0.3,0.2,0.3,-0.7,0.3,0.6,0.01,0.24,L-May 2019,0.8,0.017,–,L-Aug. 2018,1.1
4,"Meats, poultry, and fish",1.494,250.348,250.341,249.466,250.461,250.962,251.596,252.276,254.226,253.541,254.331,253.813,253.266,254.491,249.609,250.446,250.949,252.284,252.918,252.185,252.131,254.581,252.856,253.23,251.844,251.674,253.729,1.7,-0.2,-0.2,0.5,-0.5,-0.1,0.8,0.012,0.25,L-May 2019,1,0.025,–,L-Apr. 2018,2.4
5,Meats,0.941,251.184,251.047,249.641,251.079,251.201,253.252,253.466,256.11,255.364,257.517,256.51,256.336,257.392,249.779,251.316,251.662,253.866,253.375,253.695,253.904,256.96,254.665,256.017,253.476,254.099,255.949,2.5,-0.4,-0.1,0.4,-1,0.2,0.7,0.007,0.31,L-May 2019,1.2,0.023,–,L-Jul. 2015,3.1
6,Beef and veal,0.427,300.588,300.666,299.352,301.93,302.155,304.659,306.389,309.092,308.185,309.866,308.12,307.493,308.032,301.613,302.01,302.905,307.118,305.676,305.756,305.988,308.441,304.38,305.94,303.468,305.214,309.083,2.5,-0.6,-0.2,0.2,-0.8,0.6,1.3,0.005,0.42,L-Jan. 2019,1.4,0.01,–,L-May 2018,2.6
7,Uncooked ground beef(5),0.169,264.614,266.721,264.493,266.971,266.449,264.782,267.757,269.603,266.123,268.957,270.224,269.095,272.685,264.614,266.721,264.493,266.971,266.449,264.782,267.757,269.603,266.123,268.957,270.224,269.095,272.685,3.1,0.5,-0.4,1.3,0.5,-0.4,1.3,0.002,0.62,L-Jul. 2017,1.8,0.005,–,L-Apr. 2018,4.7
7,Uncooked beef roasts(5)(6),0.062,222.095,221.141,223.785,226.437,228.25,233.319,232.365,239.138,245.025,243.876,237.463,236.045,229.078,222.095,221.141,223.785,226.437,228.25,233.319,232.365,239.138,245.025,243.876,237.463,236.045,229.078,3.1,-2.6,-0.6,-3,-2.6,-0.6,-3,-0.002,1.15,S-Oct. 2018,-3.8,0.002,–,L-Jul. 2019,3.5
7,Uncooked beef steaks(6),0.159,203.995,202.915,202.199,203.489,203.471,207.216,207.722,209.242,208.177,208.912,207.398,207.137,207.611,204.523,204.842,205.992,208.848,207.68,208.315,205.815,208.01,204.315,205.089,203.97,204.695,208.148,1.8,-0.7,-0.1,0.2,-0.5,0.4,1.7,0.003,0.74,L-Dec. 2017,2,0.003,–,L-May 2019,2.5
7,Uncooked other beef and veal(5)(6),0.038,244.111,243.23,239.414,241.675,242.825,244.924,247.583,245.272,246.474,248.456,246.027,248.732,248.555,244.111,243.23,239.414,241.675,242.825,244.924,247.583,245.272,246.474,248.456,246.027,248.732,248.555,1.8,-1,1.1,-0.1,-1,1.1,-0.1,0,0.71,S-Aug. 2019,-1,0.001,–,S-Aug. 2019,1
6,Pork,0.297,209.88,209.33,205.951,208.362,206.798,209.921,208.776,213.819,213.406,216.545,214.593,215.449,216.288,206.336,209.666,209.553,211.044,209.462,211.363,210.629,215.598,213.551,214.495,210.126,211.113,212.637,3.1,-0.9,0.4,0.4,-2,0.5,0.7,0.002,0.62,L-May 2019,2.4,0.009,–,L-Jan. 2018,4
7,"Bacon, breakfast sausage, and related products(6)",0.133,156.945,156.348,154.712,158.639,157.919,158.703,157.418,160.553,163.213,164.136,160.821,161.856,162.977,154.773,158.486,158.383,159.263,158.916,158.622,157.665,161.452,164.393,163.282,158.029,158.168,160.722,3.8,-2,0.6,0.7,-3.2,0.1,1.6,0.002,0.77,L-Jun. 2019,1.8,0.005,–,L-Jun. 2019,4.5
8,Bacon and related products(7),,292.518,294.519,295.937,296.811,295.941,299.521,297.722,303.253,308.388,310.537,301.375,302.182,307.207,286.487,296.723,301.27,298.492,298.608,301.587,298.408,306.288,313.705,311.153,294.591,292.804,300.874,5,-3,0.3,1.7,-5.3,-0.6,2.8,,0.99,L-Nov. 2018,3.6,,–,L-Jul. 2019,5.3
8,Breakfast sausage and related products(6)(7),,143.426,140.695,136.557,144.631,143.05,142.733,141.188,144.378,145.855,147.004,145.69,147.807,147.205,142.506,143.645,141.067,144.455,142.713,143.173,141.2,144.109,144.677,144.71,144.503,146.059,146.26,2.6,-0.9,1.5,-0.4,-0.1,1.1,0.1,,1.02,S-Aug. 2019,-0.1,,–,L-Apr. 2018,2.8
7,Ham,0.056,203.382,200.186,192.08,195.364,190.12,203.141,198.315,204.382,202.671,208.138,212.864,214.492,217.184,195.565,199.088,198.179,201.993,196.018,204.663,205.04,208.504,200.159,203.843,206.462,205.533,208.836,6.8,2.3,0.8,1.3,1.3,-0.4,1.6,0.001,1.52,L-Jul. 2019,1.8,0.004,–,L-Feb. 2015,10.2
8,"Ham, excluding canned(7)",,228.307,224.053,213.719,217.434,211.373,226.978,221.008,226.842,224.856,231.385,237.348,238.834,242.928,218.892,222.439,220.925,225.531,218.928,228.631,229.562,232.993,221.705,225.684,229.315,227.689,232.91,6.4,2.6,0.6,1.7,1.6,-0.7,2.3,,1.59,L-Mar. 2019,4.4,,–,L-Feb. 2015,10.2
7,Pork chops(5),0.043,191.505,187.146,188.385,180.888,186.512,184.792,189.769,194.708,186.744,194.467,193.16,191.184,186.006,191.505,187.146,188.385,180.888,186.512,184.792,189.769,194.708,186.744,194.467,193.16,191.184,186.006,-2.9,-0.7,-1,-2.7,-0.7,-1,-2.7,-0.001,1.62,S-Jun. 2019,-4.1,-0.001,–,S-Jan. 2019,-3
7,"Other pork including roasts, steaks, and ribs(6)",0.065,123.877,126.857,124.015,125.793,122.984,124.229,123.497,126.741,125.74,126.525,124.773,125.443,126.783,122.94,125.564,124.43,127.38,123.974,125.853,124.367,127.38,125.926,125.724,122.675,124.453,125.824,2.3,-1.4,0.5,1.1,-2.4,1.4,1.1,0.001,1.3,S-Aug. 2019,-2.4,0.002,–,L-Jan. 2018,3.7
6,Other meats,0.217,222.799,222.95,224.322,222.634,225.013,224.747,224.709,223.669,222.726,224.009,225.478,224.495,226.54,221.043,221.559,221.748,221.942,224.407,222.793,224.303,225.293,225.333,226.881,227.015,225.467,224.755,1.7,0.7,-0.4,0.9,0.1,-0.7,-0.3,-0.001,0.66,L-Aug. 2019,0.1,0.004,–,–,–
7,Frankfurters(7),,232.506,233.452,237.148,233.952,236.069,237.054,234.757,227.986,227.832,224.102,233.618,226.115,236.463,227.2,228.2,229.091,229.378,232.134,230.396,232.497,233.994,237.392,235.382,240.998,228.88,231.067,1.7,4.2,-3.2,4.6,2.4,-5,1,,1.35,L-Aug. 2019,2.4,,–,L-Aug. 2019,5.6
7,Lunchmeats(6)(7),,142.581,142.491,143.242,142.249,143.894,143.363,143.484,144.135,144.319,145.148,145.097,144.625,144.962,142.057,142.201,142.396,142.304,144.028,142.901,143.701,144.331,145.601,145.435,144.943,144.847,144.429,1.7,0,-0.3,0.2,-0.3,-0.1,-0.3,,0.64,S-Aug. 2019,-0.3,,–,S-Aug. 2019,1.4
7,Lamb and organ meats(5)(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Lamb and mutton(5)(6)(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Poultry(5),0.306,231.5,230.461,230.602,230.124,232.813,230.655,232.401,232.053,232.471,230.398,230.637,229.692,231.472,231.5,230.461,230.602,230.124,232.813,230.655,232.401,232.053,232.471,230.398,230.637,229.692,231.472,0,0.1,-0.4,0.8,0.1,-0.4,0.8,0.002,0.54,L-Apr. 2019,0.8,0,–,L-Feb. 2019,0.4
7,Chicken(5)(6),0.249,150.447,149.241,150.004,149.588,150.587,149.637,150.926,150.567,150.442,149.39,149.255,147.686,149.301,150.447,149.241,150.004,149.588,150.587,149.637,150.926,150.567,150.442,149.39,149.255,147.686,149.301,-0.8,-0.1,-1.1,1.1,-0.1,-1.1,1.1,0.003,0.6,L-Dec. 2017,1.4,-0.002,–,–,–
8,Fresh whole chicken(5)(7),,248.468,246.869,243.174,243.507,246.826,246.103,248.703,248.906,253.919,247.494,247.636,242.076,247.066,248.468,246.869,243.174,243.507,246.826,246.103,248.703,248.906,253.919,247.494,247.636,242.076,247.066,-0.6,0.1,-2.2,2.1,0.1,-2.2,2.1,,1.31,L-Sep. 2016,2.9,,–,L-Jun. 2019,1.5
8,Fresh and frozen chicken parts(5)(7),,224.26,222.784,225.697,223.758,224.745,223.317,225.309,224.287,221.976,222.48,221.725,220.487,222.679,224.26,222.784,225.697,223.758,224.745,223.317,225.309,224.287,221.976,222.48,221.725,220.487,222.679,-0.7,-0.3,-0.6,1,-0.3,-0.6,1,,0.69,L-Dec. 2018,1.3,,–,S-Aug. 2019,-0.8
7,Other uncooked poultry including turkey(6),0.057,144.249,145.983,143.058,143.231,148.266,144.893,145.284,145.666,147.709,145.093,146.537,150.233,149.289,143.437,149.174,146.131,143.517,147.978,144.247,145.342,144.643,146.261,143.946,145.993,149.608,148.449,3.5,1,2.5,-0.6,1.4,2.5,-0.8,0,1.16,S-Jul. 2019,-1.6,0.002,–,L-Feb. 2013,5.1
6,Fish and seafood,0.247,296.172,298.392,298.167,299.646,298.35,297.251,298.33,301.048,298.81,298.232,298.622,297.023,298.194,297.135,297.947,299.764,300.265,302.629,299.47,295.367,299.816,297.042,297.043,298.046,295.605,299.163,0.7,0.1,-0.5,0.4,0.3,-0.8,1.2,0.003,0.47,L-May 2019,1.5,0.002,–,L-Jul. 2019,1.6
7,Fresh fish and seafood(6),0.126,182.768,184.765,185.668,187.271,186.396,186.845,185.446,186.93,185.953,184.897,185.321,183.794,185.344,184.179,185.547,188.038,187.44,187.251,186.595,183.247,186.741,184.66,184.248,184.783,183.409,186.775,1.4,0.2,-0.8,0.8,0.3,-0.7,1.8,0.002,0.71,L-May 2019,1.9,0.002,–,L-Jul. 2019,1.4
7,Processed fish and seafood(6),0.121,149.057,149.641,148.642,148.799,148.212,146.699,148.998,150.53,149.061,149.364,149.404,149.059,148.945,148.922,148.667,148.349,149.677,150.292,149.524,148.097,149.533,148.535,148.613,148.677,148.564,148.811,-0.1,0,-0.2,-0.1,0,-0.1,0.2,0,0.63,L-May 2019,1,0,–,S-Feb. 2018,-1.9
8,Shelf stable fish and seafood(5)(7),,213.912,215.22,213.977,214.142,212.916,209.4,217.159,218.922,217.82,215.587,213.801,217.929,216.617,213.912,215.22,213.977,214.142,212.916,209.4,217.159,218.922,217.82,215.587,213.801,217.929,216.617,1.3,-0.8,1.9,-0.6,-0.8,1.9,-0.6,,1.04,S-Aug. 2019,-0.8,,–,S-Aug. 2019,0.7
8,Frozen fish and seafood(7),,308.751,309.394,306.404,307.854,306.689,303.922,306.897,311.132,306.857,309.332,310.576,306.704,309.876,308.011,307.994,307.648,309.429,311.841,310.413,305.58,308.1,306.046,305.842,308.938,304.508,309.134,0.4,0.4,-1.2,1,1,-1.4,1.5,,0.82,L-Aug. 2018,1.9,,–,L-Aug. 2019,1.5
5,Eggs,0.084,217.297,217.225,220.112,218.796,218.185,216.25,208.727,198.552,191.161,192.124,187.986,202.825,198.374,218.56,217.798,212.898,214.81,211.779,212.919,206.13,201.635,197.64,197.609,192.535,205.054,199.527,-8.7,-2.2,7.9,-2.2,-2.6,6.5,-2.7,-0.002,1.07,S-Apr. 2019,-3.2,-0.008,–,S-Aug. 2019,-15.9
3,Dairy and related products,0.724,216.8,215.896,216.652,217.079,216.595,217.531,217.51,217.841,217.433,217.626,218.758,219.771,220.738,215.978,215.593,215.962,215.348,215.894,217.268,217.436,218.866,219.46,218.88,219.339,219.688,219.9,1.8,0.5,0.5,0.4,0.2,0.2,0.1,0.001,0.27,S-Jul. 2019,-0.3,0.013,–,L-Feb. 2015,2.1
4,Milk(6),0.202,137.909,138.537,137.852,138.346,137.925,139.408,139.626,139.377,139.485,140.072,141.062,141.841,143,137.136,137.132,135.837,137.396,137.511,139.53,140.749,140.468,141.103,141.29,141.679,141.807,142.198,3.7,0.7,0.6,0.8,0.3,0.1,0.3,0.001,0.48,L-Aug. 2019,0.3,0.007,–,L-Dec. 2014,4.3
5,Fresh whole milk(7),,197.351,196.414,196.199,196.967,196.94,198.336,199.559,197.641,199.557,200.314,200.148,200.912,204.033,195.68,194.427,193.631,195.108,196.312,198.833,201.115,199.488,202.232,201.744,201.508,200.597,202.305,3.4,-0.1,0.4,1.6,-0.1,-0.5,0.9,,0.62,L-Jun. 2019,1.4,,–,L-Dec. 2014,5.2
5,Fresh milk other than whole(6)(7),,142.402,144,143.553,143.629,142.79,144.605,144.077,144.586,144.136,144.551,146.305,146.768,147.528,141.53,142.818,141.295,142.908,142.207,144.74,145.177,145.562,145.685,146.131,146.778,146.761,146.625,3.6,1.2,0.3,0.5,0.4,0,-0.1,,0.56,S-Feb. 2019,-0.5,,–,S-Aug. 2019,3.5
4,Cheese and related products(5),0.234,228.261,227.412,227.539,226.001,224.692,225.253,225.237,226.827,228.269,227.813,229.276,229.735,232.49,228.261,227.412,227.539,226.001,224.692,225.253,225.237,226.827,228.269,227.813,229.276,229.735,232.49,1.9,0.6,0.2,1.2,0.6,0.2,1.2,0.003,0.58,L-Jan. 2017,1.7,0.004,–,L-Jun. 2018,2
4,Ice cream and related products,0.103,222.092,221.662,224.125,225.417,226.736,223.143,224.369,220.539,214.387,213.859,216.612,221.951,225.138,221.986,221.405,221.611,220.635,222.247,220.275,221.792,223.313,218.386,220.034,220.369,222.903,225.03,1.4,1.3,2.5,1.4,0.2,1.1,1,0.001,0.98,S-Aug. 2019,0.2,0.001,–,L-May 2019,1.6
4,Other dairy and related products(5)(6),0.185,146.815,144.556,146.323,147.667,147.447,149.103,148.355,149.642,149.544,149.952,149.596,149.027,146.819,146.815,144.556,146.323,147.667,147.447,149.103,148.355,149.642,149.544,149.952,149.596,149.027,146.819,0,-0.2,-0.4,-1.5,-0.2,-0.4,-1.5,-0.003,0.57,S-Nov. 2018,-1.5,0,–,S-Nov. 2018,-0.8
3,Fruits and vegetables,1.254,298.531,296.362,301.134,304.605,304.621,305.399,303.503,302.352,298.611,299.35,298.6,297.309,301.318,296.994,296.612,300.843,299.844,302.435,307.169,304.486,302.167,300.726,301.725,300.292,297.172,299.806,0.9,-0.3,-0.4,1.3,-0.5,-1,0.9,0.011,0.33,L-Mar. 2019,1.6,0.012,–,L-Jun. 2019,1
4,Fresh fruits and vegetables,0.986,347.341,345.846,352.281,356.574,355.034,355.517,353.656,351.035,345.165,346.778,345.918,344.181,350.148,344.854,344.551,350.272,349.615,352.13,357.64,355.043,351.446,349.043,351.145,349.218,344.517,347.695,0.8,-0.2,-0.5,1.7,-0.5,-1.3,0.9,0.009,0.38,L-Mar. 2019,1.6,0.008,–,L-Jun. 2019,0.9
5,Fresh fruits,0.518,366.018,360.004,361.791,367.988,365.288,365.345,366.358,364.403,356.912,355.842,353.387,354.56,363.135,360.354,357.183,361.891,366,365.003,369.408,365.988,361.332,361.32,361.313,356.237,352.022,357.515,-0.8,-0.7,0.3,2.4,-1.4,-1.2,1.6,0.008,0.5,L-Mar. 2017,2.2,-0.004,–,L-Apr. 2019,-0.3
6,Apples,0.075,325.758,322.325,327.632,333.29,335.377,340.703,343.561,344.742,347.24,354.683,359.976,336.943,333.259,334.817,333.461,339.709,340.728,338.761,344.757,348.581,344.24,337.342,340.838,338.769,329.906,342.528,2.3,1.5,-6.4,-1.1,-0.6,-2.6,3.8,0.003,1.17,L-Sep. 2015,4.1,0.002,–,L-Aug. 2019,3
6,Bananas(5),0.077,195.409,193.453,196.258,194.69,195.987,198.299,194.449,196.124,197.12,194.956,195.099,194.269,195.904,195.409,193.453,196.258,194.69,195.987,198.299,194.449,196.124,197.12,194.956,195.099,194.269,195.904,0.3,0.1,-0.4,0.8,0.1,-0.4,0.8,0.001,0.77,L-May 2019,0.9,0,–,L-Jun. 2019,0.3
6,Citrus fruits(6),0.155,279.086,265.781,259.004,253.891,251.445,256.72,252.581,255.828,257.814,262.994,262.815,265.105,271.388,258.903,268.935,274.139,271.37,268.856,272.364,262.163,255.961,251.261,250.719,246.687,247.812,251.763,-2.8,-0.1,0.9,2.4,-1.6,0.5,1.6,0.002,0.9,L-Dec. 2018,1.9,-0.005,–,L-Apr. 2019,-2
7,"Oranges, including tangerines(7)",,557.805,529.23,514.41,498.808,493.842,503.337,484.468,501.278,513.497,537.475,536.257,527.143,546.346,502.805,530.686,550.68,536.919,528.875,545.067,521.034,517.235,501.893,499.642,490.279,488.692,492.474,-2.1,-0.2,-1.7,3.6,-1.9,-0.3,0.8,,1.2,L-Mar. 2019,3.1,,–,L-Apr. 2019,-2.1
6,Other fresh fruits(6),0.211,117.226,117.5,119.757,125.785,123.936,121.242,123.774,120.773,113.872,111.029,108.536,111.616,116.389,116.812,114.908,114.827,117.451,118.021,119.465,120.236,118.144,121.232,120.724,118.248,115.586,115.978,-0.7,-2.2,2.8,4.3,-2.1,-2.3,0.3,0.001,0.97,L-Jun. 2019,2.6,-0.002,–,L-May 2019,-0.4
5,Fresh vegetables,0.468,326.479,329.68,340.909,343.209,342.879,343.803,338.968,335.667,331.504,335.892,336.692,331.944,335.179,327.301,329.974,336.721,331.123,337.27,343.903,342.17,339.689,334.815,339.096,340.443,335.259,336.023,2.7,0.2,-1.4,1,0.4,-1.5,0.2,0.001,0.53,L-Aug. 2019,0.4,0.012,–,S-Nov. 2018,2.5
6,Potatoes,0.082,347.968,329.364,330.64,351.356,355.805,358.3,353.555,363.802,355.212,372.192,378.883,377.34,378.772,343.649,344.972,346.722,354.543,355.859,364.411,359.365,360.511,349.752,358.971,364.391,369.517,374.07,8.9,1.8,-0.4,0.4,1.5,1.4,1.2,0.001,1.53,S-Jun. 2019,-3,0.007,–,L-Mar. 2014,9.1
